"Age-Adjusted Invasive Cancer Incidence Rates by County in Texas"
"Myeloma, 2018"

County,Population At Risk,Cases,Crude Rate,Age-Adjusted Rate,95% Confidence Interval Lower,95% Confidence Interval Upper
Coleman,7997,0, 0.0, 0.0***, 0.0, 0.0
Collingsworth,2717,0, 0.0, 0.0***, 0.0, 0.0
Haskell,5422,0, 0.0, 0.0***, 0.0, 0.0
Comanche,13423,0, 0.0, 0.0***, 0.0, 0.0
Hamilton,8255,0, 0.0, 0.0***, 0.0, 0.0
Hall,2887,0, 0.0, 0.0***, 0.0, 0.0
Cottle,1364,0, 0.0, 0.0***, 0.0, 0.0
Goliad,7070,0, 0.0, 0.0***, 0.0, 0.0
Glasscock,1091,0, 0.0, 0.0***, 0.0, 0.0
Crockett,3125,0, 0.0, 0.0***, 0.0, 0.0
Irion,1506,0, 0.0, 0.0***, 0.0, 0.0
Crosby,5337,0, 0.0, 0.0***, 0.0, 0.0
Culberson,2186,0, 0.0, 0.0***, 0.0, 0.0
Foard,1130,0, 0.0, 0.0***, 0.0, 0.0
Floyd,5542,0, 0.0, 0.0***, 0.0, 0.0
Fisher,3705,0, 0.0, 0.0***, 0.0, 0.0
Dallam,7144,0, 0.0, 0.0***, 0.0, 0.0
Dawson,12141,0, 0.0, 0.0***, 0.0, 0.0
Edwards,1461,0, 0.0, 0.0***, 0.0, 0.0
Duval,10047,0, 0.0, 0.0***, 0.0, 0.0
Donley,3278,0, 0.0, 0.0***, 0.0, 0.0
Dimmit,9067,0, 0.0, 0.0***, 0.0, 0.0
Cochran,2561,0, 0.0, 0.0***, 0.0, 0.0
Childress,6867,0, 0.0, 0.0***, 0.0, 0.0
Baylor,3530,0, 0.0, 0.0***, 0.0, 0.0
Briscoe,1428,0, 0.0, 0.0***, 0.0, 0.0
Reagan,3349,0, 0.0, 0.0***, 0.0, 0.0
Presidio,6396,0, 0.0, 0.0***, 0.0, 0.0
Bosque,18321,0, 0.0, 0.0***, 0.0, 0.0
Oldham,1792,0, 0.0, 0.0***, 0.0, 0.0
Ochiltree,10171,0, 0.0, 0.0***, 0.0, 0.0
Nolan,14794,0, 0.0, 0.0***, 0.0, 0.0
Motley,1125,0, 0.0, 0.0***, 0.0, 0.0
Mills,4547,0, 0.0, 0.0***, 0.0, 0.0
Menard,2027,0, 0.0, 0.0***, 0.0, 0.0
Dickens,1808,0, 0.0, 0.0***, 0.0, 0.0
Martin,5233,0, 0.0, 0.0***, 0.0, 0.0
Madison,13614,0, 0.0, 0.0***, 0.0, 0.0
Jeff Davis,2064,0, 0.0, 0.0***, 0.0, 0.0
Brooks,7156,0, 0.0, 0.0***, 0.0, 0.0
McCulloch,7733,0, 0.0, 0.0***, 0.0, 0.0
Live Oak,11323,0, 0.0, 0.0***, 0.0, 0.0
Lipscomb,3238,0, 0.0, 0.0***, 0.0, 0.0
La Salle,6785,0, 0.0, 0.0***, 0.0, 0.0
Lamb,13370,0, 0.0, 0.0***, 0.0, 0.0
Callahan,13722,0, 0.0, 0.0***, 0.0, 0.0
Kinney,3260,0, 0.0, 0.0***, 0.0, 0.0
Camp,12495,0, 0.0, 0.0***, 0.0, 0.0
Jones,19639,0, 0.0, 0.0***, 0.0, 0.0
Jim Hogg,4877,0, 0.0, 0.0***, 0.0, 0.0
Zavala,10093,0, 0.0, 0.0***, 0.0, 0.0
Texas,28507726,2323, 8.2, 8.3, 7.9, 8.6

"Note: All rates are per 100,000. Rates are age-adjusted to the 2000 U.S. Standard Population."
"Rates generated on Jun 11, 2026."
"Based on Nov 2025 data submissions."
"~ Counts/rates are suppressed if less than 16 cases were reported in the specified category."
"*** Counts < 16 are too few to calculate a stable age-adjusted rate."
""
