-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 02/13/2018 through 12/22/2025 in LST
Location: latitude  30.0638   longitude -94.0691 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 14.42 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,DOY,WS50M,WD50M
2019,122,5.95,151.2
2019,123,5.2,146.5
2019,124,4.66,325.0
2019,125,3.92,112.9
2019,126,4.87,140.5
2019,127,6.67,137.1
2019,128,8.09,163.7
2019,129,5.38,151.3
2019,130,3.78,91.0
2019,131,4.54,55.9
2019,132,4.28,354.9
2019,133,4.5,71.6
2019,134,4.95,106.5
2019,135,4.35,126.7
2019,136,4.57,144.0
2019,137,6.49,150.1
2019,138,7.96,155.5
2019,139,5.71,173.6
2019,140,7.91,152.8
2019,141,9.87,168.2
2019,142,8.8,155.9
2019,143,7.9,146.1
2019,144,6.71,146.1
2019,145,6.2,151.0
2019,146,6.04,151.6
2019,147,6.66,171.6
2019,148,7.94,172.1
2019,149,7.07,161.6
2019,150,3.56,181.0
2019,151,1.35,145.5
2019,152,2.03,187.7
2019,153,2.54,191.4
2019,154,3.15,160.1
2019,155,4.01,152.7
2019,156,7.1,146.2
2019,157,4.75,242.9
2019,158,5.14,280.8
2019,159,3.12,334.4
2019,160,2.48,74.9
2019,161,5.23,8.8
2019,162,4.87,34.6
2019,163,2.47,57.8
2019,164,2.88,38.7
2019,165,4.66,154.0
2019,166,7.08,182.9
2019,167,6.19,162.3
2019,168,3.33,150.2
2019,169,3.3,221.6
2019,170,5.67,210.0
2019,171,6.24,195.8
2019,172,6.34,172.9
2019,173,7.27,169.7
2019,174,7.31,171.4
2019,175,4.49,157.0
2019,176,4.23,125.3
2019,177,5.25,133.8
2019,178,2.61,157.1
2019,179,1.69,193.6
2019,180,1.65,254.3
2019,181,3.55,203.9
2019,182,3.96,171.6
2019,183,4.21,164.4
2019,184,4.27,164.6
2019,185,5.36,169.4
2019,186,4.35,176.8
2019,187,3.28,202.0
2019,188,3.58,213.0
2019,189,4.11,212.6
2019,190,4.4,214.6
2019,191,2.35,267.3
2019,192,3.65,348.6
2019,193,6.39,7.6
2019,194,6.79,338.6
2019,195,6.5,228.0
2019,196,5.98,202.0
2019,197,5.71,181.6
2019,198,5.13,172.9
2019,199,5.1,178.2
2019,200,5.14,181.3
2019,201,4.61,178.9
2019,202,3.54,180.2
2019,203,3.71,223.7
2019,204,5.51,9.1
2019,205,5.78,42.4
2019,206,4.28,64.2
2019,207,4.82,85.4
2019,208,4.79,147.6
2019,209,4.78,186.4
2019,210,4.7,189.1
2019,211,3.92,220.1
2019,212,3.05,184.6
2019,213,2.36,156.4
2019,214,2.28,198.5
2019,215,2.81,228.4
2019,216,2.93,204.5
2019,217,3.21,193.9
2019,218,3.56,206.6
2019,219,4.67,210.9
2019,220,5.02,202.2
2019,221,4.99,201.9
2019,222,4.32,198.2
2019,223,4.01,203.1
2019,224,4.31,211.7
2019,225,3.9,218.5
2019,226,2.38,259.7
2019,227,2.11,106.6
2019,228,2.97,149.9
2019,229,4.84,183.9
2019,230,5.81,185.4
2019,231,4.3,190.8
2019,232,2.72,204.1
2019,233,3.49,186.5
2019,234,4.3,151.9
2019,235,4.43,153.9
2019,236,4.03,135.4
2019,237,3.27,232.8
2019,238,5.44,191.7
2019,239,4.02,182.5
2019,240,2.07,190.0
2019,241,2.62,133.9
2019,242,2.85,146.7
2019,243,2.09,109.8
2019,244,3.81,69.5
2019,245,4.23,59.3
2019,246,4.89,83.8
2019,247,4.74,93.9
2019,248,2.83,215.5
2019,249,3.57,226.9
2019,250,3.82,219.5
2019,251,3.76,201.6
2019,252,4.17,154.2
2019,253,4.89,138.1
2019,254,4.11,135.4
2019,255,4.65,122.6
2019,256,3.73,80.7
2019,257,4.97,87.3
2019,258,4.76,78.6
2019,259,6.09,81.8
2019,260,7.08,121.0
2019,261,8.77,177.0
2019,262,7.07,156.9
2019,263,6.29,131.8
2019,264,5.57,124.2
2019,265,5.58,138.0
2019,266,4.4,145.7
2019,267,4.29,144.7
2019,268,4.11,161.9
2019,269,2.93,149.8
2019,270,5.07,146.3
2019,271,5.99,142.5
2019,272,5.58,133.5
2019,273,5.68,133.6
2019,274,5.11,134.6
2019,275,3.59,121.5
2019,276,3.13,102.1
2019,277,2.54,54.3
2019,278,2.72,101.7
2019,279,3.3,123.8
2019,280,4.67,16.2
2019,281,3.53,35.0
2019,282,3.61,141.9
2019,283,5.96,157.9
2019,284,7.36,336.5
2019,285,5.44,14.3
2019,286,2.86,78.6
2019,287,4.41,124.5
2019,288,4.9,195.4
2019,289,5.38,4.3
2019,290,4.96,41.1
2019,291,3.13,71.1
2019,292,3.35,181.8
2019,293,5.89,186.4
2019,294,5.61,325.9
2019,295,5.31,31.4
2019,296,6.39,108.2
2019,297,6.26,98.0
2019,298,7.22,332.7
2019,299,5.14,291.8
2019,300,3.7,131.1
2019,301,4.75,98.6
2019,302,5.93,84.2
2019,303,5.06,308.2
2019,304,8.22,347.2
2019,305,2.97,47.9
2019,306,4.98,18.3
2019,307,4.45,93.3
2019,308,5.62,122.4
2019,309,4.18,113.2
2019,310,4.59,102.7
2019,311,3.96,14.8
2019,312,6.46,16.4
2019,313,2.99,43.7
2019,314,3.62,142.5
2019,315,5.77,270.2
2019,316,8.28,4.4
2019,317,2.85,58.0
2019,318,4.68,38.0
2019,319,4.55,10.7
2019,320,3.39,33.9
2019,321,2.31,25.1
2019,322,2.94,284.6
2019,323,3.36,194.7
2019,324,6.86,133.6
2019,325,6.54,140.2
2019,326,5.72,230.4
2019,327,5.37,342.6
2019,328,3.35,121.6
2019,329,6.37,182.2
2019,330,8.1,192.6
2019,331,7.02,25.1
2019,332,6.52,103.4
2019,333,6.63,130.3
2019,334,7.74,200.1
2019,335,6.87,328.8
2019,336,5.15,348.2
2019,337,3.41,163.6
2019,338,3.78,11.8
2019,339,4.87,135.6
2019,340,6.1,285.4
2019,341,4.73,37.6
2019,342,4.95,142.3
2019,343,6.81,200.8
2019,344,7.22,17.4
2019,345,6.47,35.7
2019,346,3.49,66.7
2019,347,4.6,228.6
2019,348,4.11,92.1
2019,349,7.98,175.6
2019,350,7.75,213.8
2019,351,7.7,351.0
2019,352,4.24,1.0
2019,353,4.08,96.6
2019,354,4.6,81.9
2019,355,4.25,15.1
2019,356,5.9,336.2
2019,357,4.57,331.2
2019,358,2.55,98.6
2019,359,2.7,153.1
2019,360,2.88,110.2
2019,361,4.44,97.5
2019,362,6.69,152.4
2019,363,7.02,255.8
2019,364,5.28,325.4
2019,365,2.98,353.2
2020,1,4.3,118.8
2020,2,4.37,189.0
2020,3,4.95,264.6
2020,4,4.07,321.3
2020,5,5.13,212.4
2020,6,5.4,215.1
2020,7,4.58,7.0
2020,8,5.91,127.3
2020,9,8.29,149.1
2020,10,8.6,147.9
2020,11,7.71,294.6
2020,12,3.25,78.9
2020,13,4.3,92.2
2020,14,5.68,171.9
2020,15,5.23,167.8
2020,16,4.31,103.8
2020,17,6.22,113.6
2020,18,5.57,179.4
2020,19,7.84,23.1
2020,20,5.61,21.9
2020,21,5.14,83.0
2020,22,7.37,112.6
2020,23,6.31,286.6
2020,24,3.66,324.6
2020,25,5.19,117.6
2020,26,3.86,61.9
2020,27,3.3,92.0
2020,28,6.11,126.6
2020,29,6.18,325.0
2020,30,3.66,35.3
2020,31,3.75,353.2
2020,32,4.58,283.5
2020,33,6.14,225.5
2020,34,7.75,176.2
2020,35,7.19,180.3
2020,36,5.04,298.3
2020,37,7.27,303.5
2020,38,5.6,214.6
2020,39,4.87,111.3
2020,40,7.73,140.0
2020,41,6.2,174.9
2020,42,4.08,50.0
2020,43,6.06,238.3
2020,44,6.13,2.2
2020,45,5.18,48.5
2020,46,5.08,104.1
2020,47,3.01,153.2
2020,48,6.18,164.5
2020,49,4.45,167.2
2020,50,4.77,41.1
2020,51,7.58,12.2
2020,52,6.3,26.4
2020,53,3.44,114.9
2020,54,5.91,143.8
2020,55,5.55,225.4
2020,56,4.08,338.9
2020,57,8.57,329.5
2020,58,3.63,315.3
2020,59,4.33,270.6
2020,60,4.81,182.3
2020,61,8.46,170.1
2020,62,6.05,178.2
2020,63,4.1,145.7
2020,64,4.04,135.0
2020,65,7.11,349.8
2020,66,6.22,24.3
2020,67,5.59,97.7
2020,68,6.71,128.2
2020,69,6.74,159.6
2020,70,3.26,183.7
2020,71,5.49,200.0
2020,72,6.45,187.6
2020,73,5.61,157.0
2020,74,5.86,151.0
2020,75,3.31,122.1
2020,76,3.95,121.4
2020,77,4.94,138.7
2020,78,6.55,156.8
2020,79,7.52,164.9
2020,80,4.83,112.4
2020,81,5.69,49.0
2020,82,5.59,149.7
2020,83,6.56,183.2
2020,84,7.45,201.5
2020,85,4.49,208.9
2020,86,6.48,176.7
2020,87,7.47,171.2
2020,88,5.9,190.1
2020,89,5.69,63.1
2020,90,6.77,140.2
2020,91,6.64,335.4
2020,92,5.52,113.8
2020,93,6.44,135.7
2020,94,5.44,123.6
2020,95,3.06,75.9
2020,96,4.41,77.1
2020,97,4.98,122.2
2020,98,5.09,188.3
2020,99,5.08,214.3
2020,100,3.35,233.4
2020,101,5.97,58.6
2020,102,6.35,119.5
2020,103,9.54,223.0
2020,104,5.53,356.7
2020,105,6.26,21.3
2020,106,5.67,35.5
2020,107,5.94,110.9
2020,108,4.71,146.8
2020,109,4.87,61.1
2020,110,5.85,202.2
2020,111,3.61,95.5
2020,112,4.41,131.2
2020,113,8.2,157.2
2020,114,6.24,317.3
2020,115,5.3,157.6
2020,116,5.92,352.2
2020,117,4.74,53.9
2020,118,7.17,146.1
2020,119,6.79,161.3
2020,120,6.81,311.2
2020,121,3.02,346.5
2020,122,5.38,176.3
2020,123,6.67,175.8
2020,124,6.13,183.0
2020,125,6.31,187.5
2020,126,4.25,213.6
2020,127,5.23,58.1
2020,128,6.32,140.0
2020,129,8.02,209.4
2020,130,6.35,60.8
2020,131,4.08,53.1
2020,132,5.4,112.0
2020,133,6.42,149.7
2020,134,6.07,146.0
2020,135,6.03,149.9
2020,136,5.08,137.5
2020,137,7.07,186.2
2020,138,5.96,291.6
2020,139,4.15,273.9
2020,140,5.88,221.0
2020,141,4.47,205.5
2020,142,5.2,160.3
2020,143,6.34,160.2
2020,144,6.21,154.9
2020,145,5.98,133.3
2020,146,4.53,156.2
2020,147,3.14,253.9
2020,148,3.06,236.2
2020,149,3.25,171.5
2020,150,3.09,20.2
2020,151,4.45,77.5
2020,152,4.3,77.9
2020,153,4.04,85.4
2020,154,4.07,116.5
2020,155,3.49,150.7
2020,156,3.32,180.5
2020,157,3.23,153.5
2020,158,5.43,39.3
2020,159,5.82,9.9
2020,160,6.33,239.6
2020,161,5.53,192.7
2020,162,5.0,352.2
2020,163,4.87,39.9
2020,164,6.15,48.7
2020,165,5.91,55.2
2020,166,4.7,102.0
2020,167,4.23,134.8
2020,168,2.85,176.4
2020,169,3.17,174.1
2020,170,4.76,169.3
2020,171,5.27,160.0
2020,172,4.82,179.9
2020,173,5.69,187.9
2020,174,5.74,182.0
2020,175,4.76,175.5
2020,176,4.94,162.7
2020,177,5.66,163.0
2020,178,5.44,158.9
2020,179,5.31,171.0
2020,180,6.47,171.7
2020,181,6.99,172.5
2020,182,6.47,181.0
2020,183,6.22,192.8
2020,184,4.57,212.1
2020,185,3.25,236.0
2020,186,3.07,226.5
2020,187,4.43,224.6
2020,188,4.31,195.3
2020,189,5.02,183.7
2020,190,5.63,195.7
2020,191,5.42,194.4
2020,192,3.92,208.8
2020,193,4.11,233.4
2020,194,4.5,235.6
2020,195,4.5,218.3
2020,196,5.42,201.4
2020,197,5.28,201.4
2020,198,3.45,208.6
2020,199,3.57,120.0
2020,200,4.01,137.5
2020,201,3.96,112.9
2020,202,5.53,88.1
2020,203,5.12,130.5
2020,204,3.76,130.9
2020,205,4.84,66.1
2020,206,8.42,72.1
2020,207,7.54,106.0
2020,208,5.59,108.6
2020,209,3.02,144.4
2020,210,3.62,202.4
2020,211,4.95,200.1
2020,212,5.57,201.6
2020,213,6.43,219.7
2020,214,3.16,241.5
2020,215,2.16,190.4
2020,216,3.51,238.3
2020,217,4.1,261.1
2020,218,2.43,210.9
2020,219,2.43,171.1
2020,220,2.89,160.1
2020,221,3.26,173.6
2020,222,4.15,200.2
2020,223,4.72,186.6
2020,224,4.82,186.0
2020,225,4.77,205.1
2020,226,4.47,212.2
2020,227,4.96,218.7
2020,228,4.23,221.2
2020,229,3.43,251.1
2020,230,3.77,8.1
2020,231,3.25,25.6
2020,232,3.17,19.3
2020,233,2.59,87.2
2020,234,2.46,190.9
2020,235,2.31,158.6
2020,236,4.28,69.8
2020,237,4.87,50.3
2020,238,5.42,44.7
2020,239,8.8,52.9
2020,240,7.53,255.2
2020,241,5.91,195.5
2020,242,4.57,189.5
2020,243,4.56,201.2
2020,244,6.16,179.0
2020,245,7.41,180.5
2020,246,7.3,189.5
2020,247,4.58,182.9
2020,248,3.43,111.8
2020,249,3.65,42.6
2020,250,2.83,86.0
2020,251,2.79,151.4
2020,252,4.19,138.3
2020,253,4.75,133.1
2020,254,3.02,60.5
2020,255,4.3,13.8
2020,256,4.16,40.6
2020,257,4.89,40.1
2020,258,5.81,27.5
2020,259,5.53,21.0
2020,260,4.54,14.8
2020,261,4.63,40.7
2020,262,5.99,37.3
2020,263,7.29,36.9
2020,264,9.29,36.1
2020,265,8.62,70.8
2020,266,6.46,101.1
2020,267,5.12,306.2
2020,268,3.87,333.7
2020,269,2.87,74.4
2020,270,3.45,159.7
2020,271,5.96,179.3
2020,272,7.18,341.1
2020,273,5.07,355.3
2020,274,2.95,236.3
2020,275,4.29,351.7
2020,276,4.85,33.7
2020,277,4.46,100.3
2020,278,3.73,47.6
2020,279,3.58,51.3
2020,280,4.82,43.7
2020,281,4.83,47.5
2020,282,5.63,48.7
2020,283,11.56,8.2
2020,284,5.07,273.6
2020,285,4.63,212.8
2020,286,4.35,233.4
2020,287,3.8,44.8
2020,288,4.1,136.1
2020,289,5.03,191.9
2020,290,6.95,37.1
2020,291,5.99,117.4
2020,292,6.28,156.1
2020,293,5.3,145.5
2020,294,4.05,121.1
2020,295,4.22,88.6
2020,296,4.71,113.7
2020,297,4.12,52.7
2020,298,4.83,4.6
2020,299,4.23,92.7
2020,300,5.66,104.1
2020,301,4.85,68.3
2020,302,5.65,326.7
2020,303,6.84,311.7
2020,304,4.6,33.3
2020,305,3.07,108.8
2020,306,5.78,15.1
2020,307,5.42,44.6
2020,308,4.18,93.4
2020,309,4.37,122.1
2020,310,4.28,110.2
2020,311,4.54,68.4
2020,312,4.64,77.6
2020,313,5.32,102.0
2020,314,5.63,121.6
2020,315,3.69,153.9
2020,316,4.53,22.8
2020,317,4.07,91.5
2020,318,4.79,105.8
2020,319,6.6,169.4
2020,320,7.34,13.9
2020,321,5.4,55.5
2020,322,5.69,58.5
2020,323,5.69,88.4
2020,324,5.77,122.7
2020,325,5.83,124.1
2020,326,4.93,106.4
2020,327,3.43,59.7
2020,328,4.8,69.1
2020,329,7.65,150.4
2020,330,5.28,310.8
2020,331,4.25,89.0
2020,332,4.99,165.6
2020,333,5.22,59.8
2020,334,7.2,342.2
2020,335,6.95,337.8
2020,336,4.85,136.4
2020,337,8.56,128.0
2020,338,6.53,337.0
2020,339,4.49,357.7
2020,340,2.98,43.4
2020,341,4.35,305.0
2020,342,4.61,342.0
2020,343,3.86,268.8
2020,344,4.93,237.6
2020,345,5.83,194.2
2020,346,7.06,168.8
2020,347,4.58,8.5
2020,348,8.21,74.0
2020,349,5.12,11.3
2020,350,4.81,67.5
